resource_id,scope_keys,dataset_ids,dataset_names,resource_type,title,author,published_at,source_url,local_path,sha256,raw_html_path,raw_html_sha256,attachment_parent_url,http_status,content_type,extraction_status,scraped_at
support.worldquantbrain.com-hc-en-us-community-posts-13954113156503-research-paper-01-the-momentum-of-news,ASI_D1_TOP500;IND_D1_TOP500;USA_D1_TOP1000,model16;news18;pv1;socialmedia12,Fundamental Scores;Price Volume Data for Equity;Ravenpack News Data;Sentiment Data for Equity,research,Research Paper 01: The Momentum of News,"KA64574 March 29, 2026 06:00",2026-03-29T06:00:28Z,https://support.worldquantbrain.com/hc/en-us/community/posts/13954113156503-Research-Paper-01-The-Momentum-of-News,materials/wq_dataset_catalog_20260717/raw/markdown/research-paper-01-the-momentum-of-news-13954113156503-research-paper-01-the-momentum-of-news.md,5D2983C4A32502F3D5BFE1FD3AC2D45232BF7EAED9BD2E78032661941ED10A96,materials/wq_dataset_catalog_20260717/raw/html/research-paper-01-the-momentum-of-news-13954113156503-research-paper-01-the-momentum-of-news.html,8C3A43954E70291943CC30D6A42945FE38662A2D77B0B4234AB00C6A60E8122B,,200,text/html; charset=utf-8,HTML_TO_MARKDOWN,2026-07-17T14:13:02+00:00
support.worldquantbrain.com-hc-en-us-community-posts-14023446088599-research-paper-using-partial-least-squares-in-archiv,ASI_D1_TOP500;IND_D1_TOP500;USA_D1_TOP1000,fundamental30;model25;model31;model77,Analysts' Factor Model;Earnings Quality;Earnings Quality Model;Japan fundamental data by sectors,research,Research Paper: Using Partial Least Squares in Archival Accounting Research: An Application to Earnings Quality Measuring,"NL41370 June 08, 2025 06:00 Edited",2025-06-08T06:00:36Z,https://support.worldquantbrain.com/hc/en-us/community/posts/14023446088599-Research-Paper-Using-Partial-Least-Squares-in-Archival-Accounting-Research-An-Application-to-Earnings-Quality-Measuring,materials/wq_dataset_catalog_20260717/raw/markdown/research-paper-using-partial-least-squares-in-archival-accounting-research-an-application-to-earnings-quality-measuring-.md,60FFEEF94910BEF852BBE7A8B11845217CA9C1BB7D8055F8647F259425D4ED27,materials/wq_dataset_catalog_20260717/raw/html/research-paper-using-partial-least-squares-in-archival-accounting-research-an-application-to-earnings-quality-measuring-.html,B5029D9FEB2B4C11CFFEE48CB84177FAB1BC66AE62C15698A3250CBE0F78DFF6,,200,text/html; charset=utf-8,HTML_TO_MARKDOWN,2026-07-17T14:13:02+00:00
support.worldquantbrain.com-hc-en-us-community-posts-14111788609047-research-paper-firm-life-cycle-expectation-errors-an,IND_D1_TOP500;USA_D1_TOP1000,fundamental90;model10;model17,"Governance, Accounting, Management, and Equality;Research Analyst Estimate Factors;Research Indicators",research,"Research Paper: Firm Life Cycle, Expectation Errors and Future Stock Returns","NL41370 June 22, 2025 06:00 Edited",2025-06-22T06:00:43Z,https://support.worldquantbrain.com/hc/en-us/community/posts/14111788609047-Research-Paper-Firm-Life-Cycle-Expectation-Errors-and-Future-Stock-Returns,materials/wq_dataset_catalog_20260717/raw/markdown/research-paper-firm-life-cycle-expectation-errors-and-future-stock-returns-14111788609047-research-paper-firm-life-cycle.md,5B00BEA3B4A6F5B57D8B93B8DFA0A6AACF8503C0DAFFBBAA1F866FC1013214BF,materials/wq_dataset_catalog_20260717/raw/html/research-paper-firm-life-cycle-expectation-errors-and-future-stock-returns-14111788609047-research-paper-firm-life-cycle.html,6412466CF4846865B87FC1C99D251A986B3DE4E32B72D7493C90483C567A4AC9,,200,text/html; charset=utf-8,HTML_TO_MARKDOWN,2026-07-17T14:13:02+00:00
support.worldquantbrain.com-hc-en-us-community-posts-14280329361431-research-paper-investor-behavior-sentiment-and-macro,USA_D1_TOP1000,fundamental13;fundamental7,Comprehensive Fundamentals Data;Comprehensive Fundamentals Dataset,research,"Research Paper: Investor Behavior, Sentiment and Macroeconomic Announcements","KA64574 July 20, 2025 06:00",2025-07-20T06:00:45Z,https://support.worldquantbrain.com/hc/en-us/community/posts/14280329361431-Research-Paper-Investor-Behavior-Sentiment-and-Macroeconomic-Announcements,materials/wq_dataset_catalog_20260717/raw/markdown/research-paper-investor-behavior-sentiment-and-macroeconomic-announcements-14280329361431-research-paper-investor-behavi.md,224F511C3764997AFC9C97ADFA9B848961D0EAFAFA6616AE395B358F8F8AAB6E,materials/wq_dataset_catalog_20260717/raw/html/research-paper-investor-behavior-sentiment-and-macroeconomic-announcements-14280329361431-research-paper-investor-behavi.html,14149F8487A91FEC44D12220F37884E092909E6E8BA0131477FD028DD06CDE0F,,200,text/html; charset=utf-8,HTML_TO_MARKDOWN,2026-07-17T14:13:02+00:00
support.worldquantbrain.com-hc-en-us-community-posts-14302034193687-research-paper-02-tomorrow-s-fish-and-chip-paper-slo,ASI_D1_TOP500;IND_D1_TOP500;USA_D1_TOP1000,pv1;socialmedia12,Price Volume Data for Equity;Sentiment Data for Equity,research,Research Paper 02: Tomorrow's Fish and Chip Paper? Slowly incorporated News and the Cross-section of Stock Returns,"KA64574 May 02, 2023 13:59 Edited",2023-05-02T13:59:02Z,https://support.worldquantbrain.com/hc/en-us/community/posts/14302034193687-Research-Paper-02-Tomorrow-s-Fish-and-Chip-Paper-Slowly-incorporated-News-and-the-Cross-section-of-Stock-Returns,materials/wq_dataset_catalog_20260717/raw/markdown/research-paper-02-tomorrow-s-fish-and-chip-paper-slowly-incorporated-news-and-the-cross-section-of-stock-returns-1430203.md,924D5659A4D8E742185CE5A0DEE315F752FD33368F9F8AB064BC63716AC55675,materials/wq_dataset_catalog_20260717/raw/html/research-paper-02-tomorrow-s-fish-and-chip-paper-slowly-incorporated-news-and-the-cross-section-of-stock-returns-1430203.html,A35E1C37D3F111AF3D619ABB18A41448A062798E7D69DEEE7A681BD1BC1E2BB4,,200,text/html; charset=utf-8,HTML_TO_MARKDOWN,2026-07-17T14:13:02+00:00
support.worldquantbrain.com-hc-en-us-community-posts-14353241718423-research-paper-first-impression-bias-evidence-from-a,IND_D1_TOP500;USA_D1_TOP1000,analyst34;model77,Analysts' Factor Model;Dividend forecasts model,research,Research Paper: First Impression Bias: Evidence from Analyst Forecasts,"KA64574 August 03, 2025 06:00",2025-08-03T06:00:38Z,https://support.worldquantbrain.com/hc/en-us/community/posts/14353241718423-Research-Paper-First-Impression-Bias-Evidence-from-Analyst-Forecasts,materials/wq_dataset_catalog_20260717/raw/markdown/research-paper-first-impression-bias-evidence-from-analyst-forecasts-14353241718423-research-paper-first-impression-bias.md,71B121FF2947F4A55599ACCC4E247433660129197324787492C5DCD5DF4A10D0,materials/wq_dataset_catalog_20260717/raw/html/research-paper-first-impression-bias-evidence-from-analyst-forecasts-14353241718423-research-paper-first-impression-bias.html,2A0B1DDF3E9181B5DE1F23A50FF0C94621BF41CF43B608D6CE75CCF514CB4577,,200,text/html; charset=utf-8,HTML_TO_MARKDOWN,2026-07-17T14:13:02+00:00
support.worldquantbrain.com-hc-en-us-community-posts-14437549763223-research-paper-stock-return-autocorrelations-and-exp,IND_D1_TOP500,option1,Options Volatility Surfaces Data,research,Research Paper: Stock Return Autocorrelations and Expected Option Returns,"KA64574 August 17, 2025 06:00",2025-08-17T06:00:35Z,https://support.worldquantbrain.com/hc/en-us/community/posts/14437549763223-Research-Paper-Stock-Return-Autocorrelations-and-Expected-Option-Returns,materials/wq_dataset_catalog_20260717/raw/markdown/research-paper-stock-return-autocorrelations-and-expected-option-returns-14437549763223-research-paper-stock-return-auto.md,5D42A22170223B95711E3AF1970279F57B3DD2797C633B3C6E4AF771A088F9A3,materials/wq_dataset_catalog_20260717/raw/html/research-paper-stock-return-autocorrelations-and-expected-option-returns-14437549763223-research-paper-stock-return-auto.html,6BA22615D6ECC80B8E3290E664B20C67B76668C0DF07E6831E56230C5D2902A4,,200,text/html; charset=utf-8,HTML_TO_MARKDOWN,2026-07-17T14:13:02+00:00
support.worldquantbrain.com-hc-en-us-community-posts-14527092583319-research-paper-earnings-volatility-ambiguity-and-cri,ASI_D1_TOP500;IND_D1_TOP500;USA_D1_TOP1000,fundamental28;fundamental90,"Global Fundamental Data;Governance, Accounting, Management, and Equality",research,"Research Paper: Earnings Volatility, Ambiguity, and Crisis-Period Stock Returns","KA64574 August 31, 2025 06:00",2025-08-31T06:00:41Z,https://support.worldquantbrain.com/hc/en-us/community/posts/14527092583319-Research-Paper-Earnings-Volatility-Ambiguity-and-Crisis-Period-Stock-Returns,materials/wq_dataset_catalog_20260717/raw/markdown/research-paper-earnings-volatility-ambiguity-and-crisis-period-stock-returns-14527092583319-research-paper-earnings-vola.md,DA6D1B7102F951EBE1A7C7917419FC6751F78A7077A62C06D30D7B67B1F7621A,materials/wq_dataset_catalog_20260717/raw/html/research-paper-earnings-volatility-ambiguity-and-crisis-period-stock-returns-14527092583319-research-paper-earnings-vola.html,A5963003AF84EF85F9DCB7E435B96CC2CD5863669B7E5969C2548EA3FABCDCCD,,200,text/html; charset=utf-8,HTML_TO_MARKDOWN,2026-07-17T14:13:02+00:00
support.worldquantbrain.com-hc-en-us-community-posts-14603831291415-research-paper-esg-preference-institutional-trading-,ASI_D1_TOP500;IND_D1_TOP500;USA_D1_TOP1000,analyst11;model10,ESG scores;Research Indicators,research,"Research Paper: ESG Preference, Institutional Trading, and Stock Return Patterns","KA64574 September 14, 2025 06:00",2025-09-14T06:00:36Z,https://support.worldquantbrain.com/hc/en-us/community/posts/14603831291415-Research-Paper-ESG-Preference-Institutional-Trading-and-Stock-Return-Patterns,materials/wq_dataset_catalog_20260717/raw/markdown/research-paper-esg-preference-institutional-trading-and-stock-return-patterns-14603831291415-research-paper-esg-preferen.md,332BF82FBF477FBA2D570E7C64F9CD41E42B376B4CD2FAB7C80697CDE4CB80C9,materials/wq_dataset_catalog_20260717/raw/html/research-paper-esg-preference-institutional-trading-and-stock-return-patterns-14603831291415-research-paper-esg-preferen.html,850C8A2C44AC06FB1E2E34C54DB05B3563DB1850AFBBAAD4DB86A782106AB1D8,,200,text/html; charset=utf-8,HTML_TO_MARKDOWN,2026-07-17T14:13:02+00:00
support.worldquantbrain.com-hc-en-us-community-posts-14626658089495-research-paper-03-cross-firm-information-flows-and-t,ASI_D1_TOP500;IND_D1_TOP500;USA_D1_TOP1000,fundamental6;pv1,Company Fundamental Data for Equity;Price Volume Data for Equity,research,Research Paper 03: Cross-Firm Information Flows and the Predictability of Stock Returns,"KA64574 May 16, 2023 12:51 Edited",2023-05-16T12:51:50Z,https://support.worldquantbrain.com/hc/en-us/community/posts/14626658089495-Research-Paper-03-Cross-Firm-Information-Flows-and-the-Predictability-of-Stock-Returns,materials/wq_dataset_catalog_20260717/raw/markdown/research-paper-03-cross-firm-information-flows-and-the-predictability-of-stock-returns-14626658089495-research-paper-03-.md,69D6AF033207BC6675BE212A5717CA4E127F8669A36430231C7753B0CCCF2C85,materials/wq_dataset_catalog_20260717/raw/html/research-paper-03-cross-firm-information-flows-and-the-predictability-of-stock-returns-14626658089495-research-paper-03-.html,11568FB90F0A53693E062C5824635869E9A747DCA4D4284AAA937ADC1BCB2424,,200,text/html; charset=utf-8,HTML_TO_MARKDOWN,2026-07-17T14:13:02+00:00
support.worldquantbrain.com-hc-en-us-community-posts-14680583515159-research-paper-disclosure-of-financial-statement-lin,IND_D1_TOP500;USA_D1_TOP1000,fundamental13;model77,Analysts' Factor Model;Comprehensive Fundamentals Dataset,research,Research Paper: Disclosure of Financial Statement Line Items and Insider Trading Around Earnings Announcements,"KA64574 September 28, 2025 06:00",2025-09-28T06:00:42Z,https://support.worldquantbrain.com/hc/en-us/community/posts/14680583515159-Research-Paper-Disclosure-of-Financial-Statement-Line-Items-and-Insider-Trading-Around-Earnings-Announcements,materials/wq_dataset_catalog_20260717/raw/markdown/research-paper-disclosure-of-financial-statement-line-items-and-insider-trading-around-earnings-announcements-1468058351.md,B24E2C42A25EAE7D98AEFC7DD59E3193ADD264E0BA22EE3C374B911A5EF10A34,materials/wq_dataset_catalog_20260717/raw/html/research-paper-disclosure-of-financial-statement-line-items-and-insider-trading-around-earnings-announcements-1468058351.html,3DA64057A9605B5E08C73D0EC50988E71DEF62709CCB85CCFD9857BDE69B715D,,200,text/html; charset=utf-8,HTML_TO_MARKDOWN,2026-07-17T14:13:02+00:00
support.worldquantbrain.com-hc-en-us-community-posts-14760799705879-research-paper-non-gaap-earnings-and-the-earnings-qu,IND_D1_TOP500;USA_D1_TOP1000,analyst44;model77,Analysts' Factor Model;Integrated Broker Estimates,research,Research Paper: Non-GAAP Earnings and the Earnings Quality Trade-off,"KA64574 May 22, 2023 15:19 Edited",2023-05-22T15:19:10Z,https://support.worldquantbrain.com/hc/en-us/community/posts/14760799705879-Research-Paper-Non-GAAP-Earnings-and-the-Earnings-Quality-Trade-off,materials/wq_dataset_catalog_20260717/raw/markdown/research-paper-non-gaap-earnings-and-the-earnings-quality-trade-off-14760799705879-research-paper-non-gaap-earnings-and-.md,849269135E88498B9DB857BF87D2ED92C1F830EC4D96B1937D2A86EDF0E6DA99,materials/wq_dataset_catalog_20260717/raw/html/research-paper-non-gaap-earnings-and-the-earnings-quality-trade-off-14760799705879-research-paper-non-gaap-earnings-and-.html,D8E5E1352431FD4C584D1E98BA7193394F202EF544C5624EB9883E907B3CDE4C,,200,text/html; charset=utf-8,HTML_TO_MARKDOWN,2026-07-17T14:13:02+00:00
support.worldquantbrain.com-hc-en-us-community-posts-14830168587287-research-paper-overnight-returns-daytime-reversals-a,ASI_D1_TOP500;IND_D1_TOP500;USA_D1_TOP1000,model12;pv1,Price Volume Data for Equity;Stock Selection Model,research,"Research Paper: Overnight Returns, Daytime Reversals, and Future Stock Returns","KA64574 May 25, 2023 06:49 Edited",2023-05-25T06:49:58Z,https://support.worldquantbrain.com/hc/en-us/community/posts/14830168587287-Research-Paper-Overnight-Returns-Daytime-Reversals-and-Future-Stock-Returns,materials/wq_dataset_catalog_20260717/raw/markdown/research-paper-overnight-returns-daytime-reversals-and-future-stock-returns-14830168587287-research-paper-overnight-retu.md,1AA5396A93B81FC4F242E27F921A7AE7C1811DC002EDFF584248B7872B958997,materials/wq_dataset_catalog_20260717/raw/html/research-paper-overnight-returns-daytime-reversals-and-future-stock-returns-14830168587287-research-paper-overnight-retu.html,56814B5139A06833AFB845061055093DD1C12EEF11137ECA948132CEBA7ADE2B,,200,text/html; charset=utf-8,HTML_TO_MARKDOWN,2026-07-17T14:13:02+00:00
support.worldquantbrain.com-hc-en-us-community-posts-14932488666903-research-paper-04-are-cash-flows-better-stock-return,ASI_D1_TOP500;USA_D1_TOP1000,fundamental6,Company Fundamental Data for Equity,research,Research Paper 04: Are Cash Flows Better Stock Return Predictors than Profits?,"NL41370 April 19, 2026 06:00 Edited",2026-04-19T06:00:25Z,https://support.worldquantbrain.com/hc/en-us/community/posts/14932488666903-Research-Paper-04-Are-Cash-Flows-Better-Stock-Return-Predictors-than-Profits,materials/wq_dataset_catalog_20260717/raw/markdown/research-paper-04-are-cash-flows-better-stock-return-predictors-than-profits--14932488666903-research-paper-04-are-cash-.md,20C2BE6BC36B64E2944A927E430E55511B3484567272D5F5E448C94C6B04DBE5,materials/wq_dataset_catalog_20260717/raw/html/research-paper-04-are-cash-flows-better-stock-return-predictors-than-profits--14932488666903-research-paper-04-are-cash-.html,CBE7A010D111D6FB1FF2356C15F1AFE7A62BC3A2B31D6027740799A34CED84D7,,200,text/html; charset=utf-8,HTML_TO_MARKDOWN,2026-07-17T14:13:02+00:00
support.worldquantbrain.com-hc-en-us-community-posts-14983690885911-research-paper-overvalued-equity-and-financing-decis,ASI_D1_TOP500;IND_D1_TOP500;USA_D1_TOP1000,fundamental23;model23,Fundamental Point in Time Data;Scorings Data,research,Research Paper: Overvalued Equity and Financing Decisions,"NL41370 November 09, 2025 06:00 Edited",2025-11-09T06:00:41Z,https://support.worldquantbrain.com/hc/en-us/community/posts/14983690885911-Research-Paper-Overvalued-Equity-and-Financing-Decisions,materials/wq_dataset_catalog_20260717/raw/markdown/research-paper-overvalued-equity-and-financing-decisions-14983690885911-research-paper-overvalued-equity-and-financing-d.md,B4E2C958079C96C3BCFCBFD8EAA170ADAD69B35BB6DED08A47E92AA4E5152A01,materials/wq_dataset_catalog_20260717/raw/html/research-paper-overvalued-equity-and-financing-decisions-14983690885911-research-paper-overvalued-equity-and-financing-d.html,EA4B58A844B0B09A103C1A0EE51C7134DB39217D74728E2296957035762AC1E1,,200,text/html; charset=utf-8,HTML_TO_MARKDOWN,2026-07-17T14:13:02+00:00
